iter	CrossEntropy
283	0.01197659055
284	0.01197498827
285	0.01197413005
286	0.01197364347
287	0.01197122518
288	0.01196853252
289	0.01196691998
290	0.01196605249
291	0.01196346375
292	0.011956184
293	0.01195584416
294	0.01195583908
295	0.01195426021
296	0.01195266738
297	0.0119503764
298	0.01195000994
299	0.01194771661
300	0.01194549331
301	0.01194310827
302	0.01194093757
303	0.01193788291
304	0.01193712145
305	0.01193128947
306	0.01192864731
307	0.0119285983
308	0.01192705615
309	0.01192705741
310	0.01192612799
311	0.01192430019
312	0.01192222466
313	0.01192222093
314	0.01192185058
315	0.01192090095
316	0.01192003182
317	0.0119169099
318	0.01191691087
319	0.01191690902
320	0.01191621933
321	0.01191376363
322	0.01191375973
323	0.011910865
324	0.01190976256
325	0.01190649937
326	0.01190412666
327	0.01190247743
328	0.01190033488
329	0.01189942453
330	0.01189556278
331	0.01189351127
332	0.01189147518
333	0.01189011118
334	0.01188809196
335	0.01188581237
336	0.01187940014
337	0.01187761974
338	0.01187678958
339	0.01187158629
340	0.01187020176
341	0.01186860689
342	0.01186658807
343	0.01186488338
344	0.01186328599
345	0.01186237891
346	0.01186125852
347	0.01186125741
348	0.01185964155
349	0.01185758913
350	0.01185716456
351	0.01185634742
352	0.01185544177
353	0.01185311291
354	0.01185240703
355	0.01185126637
356	0.01184857429
357	0.01184793711
358	0.01184793524
359	0.01184447071
360	0.01184243151
361	0.0118417225
362	0.01184072283
363	0.01183922151
364	0.01183665924
365	0.01183554645
366	0.0118352855
367	0.01183457358
368	0.01183079474
369	0.01183019169
370	0.01182645956
371	0.01182583338
372	0.01182521528
373	0.01182431348
374	0.01182342671
375	0.01182175483
376	0.01182082768
377	0.01182051707
378	0.01182051686
379	0.01182051755
380	0.01182013759
381	0.01181902419
382	0.01181856223
383	0.01181833277
384	0.01181742604
385	0.01181657191
386	0.01181575019
387	0.01181489854
388	0.01181025942
389	0.01180782316
390	0.01180461354
391	0.01180335357
392	0.01180335434
393	0.0118033558
394	0.01180335615
395	0.01179923415
396	0.01179923436
397	0.01179923631
398	0.01179788705
399	0.0117975466
400	0.01179695139
401	0.01179659698
402	0.01179266317
403	0.01179100533
404	0.01179100867
405	0.011791007
406	0.01178888927
407	0.01178813794
408	0.01178777721
409	0.01178715339
410	0.01178546934
411	0.01178433442
412	0.01178174582
413	0.0117797617
414	0.01177749336
415	0.01177649293
416	0.01177404525
417	0.01177348643
418	0.0117734856
419	0.01177348525
420	0.01177288647
421	0.01176883879
422	0.01176883886
423	0.01176418024
424	0.01176418026
425	0.01176194708
426	0.01176165402
427	0.01175987404
428	0.01175821807
429	0.01175792767
430	0.01175685636
431	0.01175685546
432	0.01175635299
433	0.01175576808
434	0.01175529635
435	0.01175306639
436	0.01174694778
437	0.01174694222
438	0.01174570124
439	0.01174472824
440	0.0117407682
441	0.01173591065
442	0.0117303183
443	0.01172573209
444	0.01172572841
445	0.01172346989
446	0.01172165422
447	0.01171944917
448	0.01171944899
449	0.01171740527
450	0.01171700172
451	0.0117170027
452	0.0117153008
453	0.01171495078
454	0.01171495147
455	0.01171495161
456	0.01171293524
457	0.01171172821
458	0.01171070847
459	0.01171038483
460	0.01171038469
461	0.01170851808
462	0.01170705174
463	0.01170668626
464	0.01170128124
465	0.01169894193
466	0.01169779559
467	0.01169720154
468	0.0116961091
469	0.01169431535
470	0.01169336071
471	0.01169173619
472	0.01168937448
473	0.01168822323
474	0.01168539227
475	0.01168408335
476	0.01168308295
477	0.01168296861
478	0.01168125756
479	0.01167944912
480	0.01167724038
481	0.01167558194
482	0.01167558257
483	0.01167163938
484	0.01167113775
485	0.01167113775
486	0.01166829782
487	0.01166715996
488	0.01166565197
489	0.0116650004
490	0.01166499727
491	0.01166259338
492	0.01166212155
493	0.01165883616
494	0.01165738643
495	0.01165738456
496	0.01165708931
497	0.01165708854
498	0.01165639773
499	0.01165466431
500	0.01165360876
501	0.0116530576
502	0.01165305656
503	0.01165088832
504	0.0116505334
505	0.01164950929
506	0.01164929956
507	0.01164803084
508	0.01164676652
509	0.01164676604
510	0.01164466605
511	0.0116446664
512	0.0116418956
513	0.0116400388
514	0.0116394225
515	0.01163812544
516	0.01163637141
517	0.01163151947
518	0.01163091793
519	0.01162849277
520	0.0116284911
521	0.01162829514
522	0.01162776693
523	0.01162634185
524	0.01162633971
525	0.01162633964
526	0.0116255636
527	0.01162495127
528	0.01162495106
529	0.01162476147
530	0.0116247614
531	0.01162363033
532	0.01162225048
533	0.01161923912
534	0.01161783043
535	0.01161760701
536	0.0116162626
537	0.01161508372
538	0.01161461619
539	0.01161461814
540	0.01161043079
541	0.01160887839
542	0.01160796976
543	0.01160612511
544	0.01160612546
545	0.01160586825
546	0.01160428382
547	0.0116042834
548	0.01160396818
549	0.01160396818
550	0.01160355033
551	0.01160165595
552	0.01160020894
553	0.01159941663
554	0.01159793674
555	0.0115976394
556	0.01159722281
557	0.01159642983
558	0.01159570245
559	0.01159483615
560	0.01159372352
561	0.01159241161
562	0.01159121046
563	0.01159062453
564	0.01158654156
565	0.01158592626
566	0.01158286588
567	0.01158254809
568	0.01158178
569	0.01158092947
570	0.01158006143
571	0.0115800583
572	0.01157832482
573	0.01157681183
574	0.01157627819
575	0.01157322824
576	0.01157296058
577	0.01157160186
578	0.01157151492
579	0.01157151513
580	0.01156994803
581	0.01156937208
582	0.01156806262
583	0.01156806158
584	0.01156806109
585	0.01156683097
586	0.01156545683
587	0.01156511456
588	0.01156402745
589	0.01156402905
590	0.01156346515
591	0.0115622487
592	0.01156179261
593	0.01155896616
594	0.01155896282
595	0.01155896032
596	0.01155896011
597	0.01155896018
598	0.0115583676
599	0.01155836545
600	0.01155817808
601	0.01155817775
602	0.01155764798
603	0.01155627957
604	0.01155549098
605	0.01155510255
606	0.01155173968
607	0.0115508038
608	0.01155004841
609	0.01155005169
610	0.01154879585
611	0.01154862948
612	0.01154675738
613	0.0115430884
614	0.0115423964
615	0.01154199986
616	0.01154046309
617	0.01153968244
618	0.01153719844
619	0.0115363332
620	0.01153247978
621	0.0115320777
622	0.01153101185
623	0.01153007557
624	0.0115291684
625	0.01152916826
626	0.01152849036
627	0.01152768615
628	0.01152749848
629	0.01152655909
630	0.01152342387
631	0.0115218564
632	0.01151934616
633	0.01151911226
634	0.01151843023
635	0.01151842773
636	0.01151842801
637	0.0115180219
638	0.0115172089
639	0.01151603886
640	0.01151603768
641	0.01151515637
642	0.01151430375
643	0.01151405087
644	0.01151233369
645	0.01151232917
646	0.01150996257
647	0.01150996278
648	0.01150976676
649	0.01150730354
650	0.01150650716
651	0.01150371786
652	0.01150318955
653	0.01150174963
654	0.01150068404
655	0.01149661556
656	0.01149492673
657	0.01149226138
658	0.01149122053
659	0.01149099109
660	0.01148774805
661	0.01148774771
662	0.01148775121
663	0.01148678876
664	0.01148463732
665	0.01148421299
666	0.01148272076
667	0.0114819783
668	0.01148141874
669	0.01148074285
670	0.0114803706
671	0.01147936645
672	0.01147740945
673	0.01147715387
674	0.01147681982
675	0.01147571144
676	0.01147445728
677	0.0114728467
678	0.01147064969
679	0.01146901987
680	0.01146736858
681	0.01146736763
682	0.0114662747
683	0.01146382907
684	0.0114587222
685	0.01145754238
686	0.01145659687
687	0.01145592762
688	0.01145493307
689	0.01145392174
690	0.0114534157
691	0.01145201917
692	0.01145201959
693	0.01145201945
694	0.01144829013
695	0.01144757194
696	0.01144544754
697	0.01144544489
698	0.01144544663
699	0.01144463014
700	0.01144208093
701	0.01144136068
702	0.0114413611
703	0.01144136166
704	0.01144106214
705	0.01144106201
706	0.01143999061
707	0.01143969019
708	0.01143968992
709	0.01143946877
710	0.0114394687
711	0.0114393625
712	0.01143936306
713	0.01143797979
714	0.01143739716
715	0.01143696224
716	0.01143495517
717	0.01143328422
718	0.01143232639
719	0.01143232333
720	0.01143211439
721	0.01143211341
722	0.01143092972
723	0.01142969692
724	0.01142969936
725	0.01142528082
726	0.01142467798
727	0.01142467561
728	0.01142462215
729	0.01142462188
730	0.01142415606
731	0.01142415676
732	0.01142157226
733	0.01142065085
734	0.011420219
735	0.01141933352
736	0.01141769787
737	0.01141601656
738	0.0114157153
739	0.01141542679
740	0.01141490826
741	0.01141374695
742	0.01141359084
743	0.01141296117
744	0.01141240632
745	0.01141124946
746	0.01140941551
747	0.01140893738
748	0.01140893724
749	0.01140820044
750	0.01140743525
751	0.01140703613
752	0.01140703648
753	0.01140625476
754	0.01140447642
755	0.01140447927
756	0.01140255105
757	0.01140223733
758	0.01140113101
759	0.01140003101
760	0.01139795799
761	0.01139397524
762	0.01139397072
763	0.01139372942
764	0.01139152328
765	0.0113909471
766	0.01138954227
767	0.01138915542
768	0.01138812292
769	0.01138812271
770	0.01138730421
771	0.01138670576
772	0.01138470388
773	0.01138262557
774	0.01138212373
775	0.01137999103
776	0.01137928037
777	0.01137771738
778	0.01137771473
779	0.01137720019
780	0.0113771997
781	0.01137510791
782	0.01137483871
783	0.0113722158
784	0.01137130191
785	0.01136954906
786	0.01136928091
787	0.01136897703
788	0.01136726668
789	0.0113659499
790	0.01136592778
791	0.0113654355
792	0.01136422578
793	0.01136422488
794	0.01136407389
795	0.01136407424
796	0.0113637357
797	0.01136199888
798	0.01136067102
799	0.01135866564
800	0.01135798366
801	0.01135628651
802	0.01135628783
803	0.01135431214
804	0.01135370144
805	0.01135280507
806	0.01135236188
807	0.01135204713
808	0.01135163668
809	0.01135122035
810	0.01134731279
811	0.01134679266
812	0.01134558647
813	0.01134534987
814	0.01134459095
815	0.01134441606
816	0.01134398655
817	0.01134371042
818	0.01134308163
819	0.01134153567
820	0.01133990223
821	0.01133895373
822	0.01133846091
823	0.01133795591
824	0.01133569979
825	0.01133446486
826	0.01133358731
827	0.01133253272
828	0.0113314856
829	0.01133148442
830	0.01133083194
831	0.01132947338
832	0.01132919534
833	0.01132883347
834	0.01132763801
835	0.01132722531
836	0.01132602135
837	0.01132417789
838	0.01132355927
839	0.01132230736
840	0.01132161396
841	0.01132161361
842	0.01131937219
843	0.01131770467
844	0.011317472
845	0.01131577094
846	0.01131479272
847	0.01131325475
848	0.0113129873
849	0.0113129873
850	0.01131137768
851	0.01131059303
852	0.01131021386
853	0.01130986721
854	0.01130812749
855	0.01130812854
856	0.01130765775
857	0.01130488282
858	0.01130440849
859	0.01130235103
860	0.01130146413
861	0.01130025934
862	0.01129916621
863	0.01129916621
864	0.01129880814
865	0.0112988073
866	0.01129791531
867	0.01129746519
868	0.01129635456
869	0.01129418469
870	0.01129324338
871	0.0112925965
872	0.01129192959
873	0.01129082253
874	0.01129068445
875	0.01129060581
876	0.01129008367
877	0.01128824882
878	0.01128679611
879	0.0112865662
880	0.01128649594
881	0.01128416822
882	0.01128371153
883	0.01127982799
884	0.01127934955
885	0.01127730867
886	0.01127723916
887	0.01127637125
888	0.01127600138
889	0.01127562344
890	0.01127438392
891	0.01127366305
892	0.01127330326
893	0.0112733025
894	0.01127300551
895	0.01127158616
896	0.01127048521
897	0.01126831726
898	0.01126703095
899	0.01126703493
900	0.01126507671
901	0.011264219
902	0.01126314216
903	0.01126183046
904	0.01126147886
905	0.01126146486
906	0.01126146535
907	0.01125989882
908	0.0112598984
909	0.01125989924
910	0.01125989896
911	0.01125814409
912	0.0112560223
913	0.01125508364
914	0.0112547589
915	0.01125475792
916	0.01125311258
917	0.01125269011
918	0.01125250507
919	0.01125157105
920	0.01125094372
921	0.01124919053
922	0.01124729692
923	0.01124729685
924	0.01124667137
925	0.01124641648
926	0.01124641593
927	0.0112461299
928	0.01124595676
929	0.01124595669
930	0.01124524417
931	0.01124501976
932	0.01124455198
933	0.01124424678
934	0.01124423701
935	0.01124299485
936	0.01124271372
937	0.01124172668
938	0.01124086681
939	0.01124078097
940	0.01124037852
941	0.0112393109
942	0.01123753931
943	0.01123691798
944	0.01123581222
945	0.01123480567
946	0.0112341185
947	0.01123336721
948	0.01123288904
949	0.01122993171
950	0.01122938015
951	0.01122807961
952	0.01122807613
953	0.01122807501
954	0.01122804713
955	0.01122804678
956	0.01122762934
957	0.01122702674
958	0.01122638512
959	0.01122550088
960	0.01122412855
961	0.01122325184
962	0.01122305505
963	0.01122259414
964	0.01122188732
965	0.01122043229
966	0.0112194917
967	0.01121780159
968	0.01121677192
969	0.01121619317
970	0.01121565511
971	0.01121480957
972	0.01121406844
973	0.01121255745
974	0.01121222683
975	0.01121137932
976	0.01120838242
977	0.0112081328
978	0.01120791882
979	0.01120623269
980	0.01120623242
981	0.0112056432
982	0.01120505596
983	0.01120424155
984	0.01120370945
985	0.01120319719
986	0.01120303515
987	0.011202063
988	0.01120022973
989	0.01119926266
990	0.01119926371
991	0.01119893623
992	0.01119860974
993	0.01119855244
994	0.01119821865
995	0.01119821826
996	0.01119558491
997	0.01119499202
998	0.01119409426
999	0.01119366172
